,id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,require_guest_profile_picture,price,house_price,Da_hood_Almagro,Da_hood_Balvanera,Da_hood_Barracas,Da_hood_Belgrano,Da_hood_Boedo,Da_hood_Caballito,Da_hood_Chacarita,Da_hood_Constitución,Da_hood_Flores,Da_hood_Floresta,Da_hood_La Boca,Da_hood_La Paternal,Da_hood_Monserrat,Da_hood_Nueva Pompeya,Da_hood_Núñez,Da_hood_Palermo,Da_hood_Parque Avellaneda,Da_hood_Parque Chas,Da_hood_Parque Patricios,Da_hood_Recoleta,Da_hood_Saavedra,Da_hood_San Cristóbal,Da_hood_Villa Crespo,Da_hood_Villa Ortúzar,Da_hood_Villa Santa Rita,Cancel_flexible,Cancel_strict_14_with_grace_period,Room_Entire home/apt,Room_Private room,Room_Shared room
105,3884,6,77,203,1.89,2,87,16,False,1.0,0,1,1744,1,0,1125,True,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
106,8678,6,1,194,0.07,43,340,11,True,1.0,0,2,3138,3,0,1125,True,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
107,13425,3,4,203,0.85,3,43,16,False,1.0,1,2,3487,1,0,1125,True,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
108,9040,1,7,196,0.48,2,360,16,True,1.0,1,1,500,1,0,1,True,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
109,9237,2,20,203,1.33,1,163,16,True,1.0,1,1,1749,1,0,180,True,2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
110,3915,2,31,1912,0.79,1,83,17,True,2.0,1,1,1467,1,0,365,True,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,780,1,186,203,2.3,3,361,13,True,1.0,1,1,1751,1,701,1125,True,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
112,6904,4,35,203,1.59,1,174,18,True,1.0,0,2,1050,1,0,1125,True,2,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
113,6299,2,8,1812,0.38,1,84,18,True,1.0,1,2,0,1,0,7,True,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
114,12424,2,15,203,1.93,15,359,15,True,1.0,0,1,1257,2,1048,1125,True,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
115,9111,3,2,201,0.38,1,66,16,True,2.0,3,5,0,1,0,39,True,3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,1995,4,30,198,0.53,1,359,15,True,2.0,2,2,1048,1,1048,30,True,3,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
117,12813,5,11,203,1.74,4,359,16,False,1.0,1,5,2724,1,0,180,True,4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
118,9756,3,3,203,0.26,3,360,15,True,1.5,1,4,1749,2,700,1125,True,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
119,10751,3,17,202,1.41,1,365,13,False,1.0,1,3,1046,1,0,1125,True,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
